date_coll,date_frag,col_num,frag_letter,col_frag_num,tile_num,tile_position,exp_num,stand_beetag,peg_beetag,exp_1_beetag,exp_1_subrun,beetag_exprun,exp_startdate,treat_ID,N_species,N_dose,temp,food,sym_state,N_species_dose,survival_day1,survival_day2,survival_day3,survival_day4,survival_day5,survival_day6,survival_day7,survival_day8,survival_day9,survival_day10,survival_day11,survival_day12
08_01_22,8_05_22,252,V,252V,174,7,3,O10,G20,O10G20,B,O10G20_exp3B,08_25_22,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,243,K,243K,167,7,3,O10,G21,O10G21,B,O10G21_exp3B,08_25_22,A_5_20_F_S,A,5,20,F,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,L,242L,165,9,3,O11,G22,O11G22,B,O11G22_exp3B,08_25_22,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,247,D,247D,169,16,3,O11,G23,O11G23,B,O11G23_exp3B,08_25_22,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,248,I,248I,170,14,3,O11,G24,O11G24,B,O11G24_exp3B,08_25_22,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_06_22,254,H,254H,176,10,3,O11,G25,O11G25,B,O11G25_exp3B,08_25_22,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,252,E,252E,173,6,3,O11,G26,O11G26,B,O11G26_exp3B,08_25_22,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,238,N,238N,159,8,3,O12,Y1,O12Y1,B,O12Y1_exp3B,08_25_22,N_5_20_F_A,N,5,20,F,A,N_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,X,242X,166,5,3,O12,Y2,O12Y2,B,O12Y2_exp3B,08_25_22,N_5_20_F_A,N,5,20,F,A,N_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,251,H,251H,172,9,3,O12,Y3,O12Y3,B,O12Y3_exp3B,08_25_22,N_5_20_F_S,N,5,20,F,S,N_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,246,A,246A,169,8,3,O12,Y4,O12Y4,B,O12Y4_exp3B,08_25_22,N_5_20_F_S,N,5,20,F,S,N_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_06_22,256,E,256E,177,7,3,O12,Y5,O12Y5,B,O12Y5_exp3B,08_25_22,N_5_20_F_S,N,5,20,F,S,N_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,249,H,249H,171,6,3,O13,Y10,O13Y10,B,O13Y10_exp3B,08_25_22,N_5_20_S_S,N,5,20,S,S,N_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,252,D,252D,173,5,3,O13,Y11,O13Y11,B,O13Y11_exp3B,08_25_22,N_5_20_S_S,N,5,20,S,S,N_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,241,P,241P,164,2,3,O13,Y12,O13Y12,B,O13Y12_exp3B,08_25_22,N_5_20_S_S,N,5,20,S,S,N_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,238,V,238V,159,16,3,O13,Y7,O13Y7,B,O13Y7_exp3B,08_25_22,N_5_20_S_A,N,5,20,S,A,N_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,244,G,244G,168,2,3,O13,Y8,O13Y8,B,O13Y8_exp3B,08_25_22,N_5_20_S_A,N,5,20,S,A,N_5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,D,242D,165,1,3,O14,Y13,O14Y13,B,O14Y13_exp3B,08_25_22,A_7.5_20_F_A,A,7.5,20,F,A,A_7.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,244,P,244P,168,11,3,O14,Y14,O14Y14,B,O14Y14_exp3B,08_25_22,A_7.5_20_F_A,A,7.5,20,F,A,A_7.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,248,B,248B,170,7,3,O14,Y15,O14Y15,B,O14Y15_exp3B,08_25_22,A_7.5_20_F_S,A,7.5,20,F,S,A_7.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,252,Y,252Y,174,10,3,O14,Y17,O14Y17,B,O14Y17_exp3B,08_25_22,A_7.5_20_F_S,A,7.5,20,F,S,A_7.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,239,N,239N,161,2,3,O14,Y20,O14Y20,B,O14Y20_exp3B,08_25_22,A_7.5_20_F_S,A,7.5,20,F,S,A_7.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,M,242M,165,10,3,O15,Y21,O15Y21,B,O15Y21_exp3B,08_25_22,A_7.5_20_S_A,A,7.5,20,S,A,A_7.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,247,E,247E,170,1,3,O15,Y22,O15Y22,B,O15Y22_exp3B,08_25_22,A_7.5_20_S_A,A,7.5,20,S,A,A_7.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,249,A,249A,170,15,3,O15,Y23,O15Y23,B,O15Y23_exp3B,08_25_22,A_7.5_20_S_S,A,7.5,20,S,S,A_7.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_06_22,255,A,255A,176,13,3,O15,Y24,O15Y24,B,O15Y24_exp3B,08_25_22,A_7.5_20_S_S,A,7.5,20,S,S,A_7.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,252,F,252F,173,7,3,O15,Y25,O15Y25,B,O15Y25_exp3B,08_25_22,A_7.5_20_S_S,A,7.5,20,S,S,A_7.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,238,K,238K,159,5,3,O1,B1,O1B1,B,O1B1_exp3B,08_25_22,N_0_20_F_A,N,0,20,F,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,T,242T,166,1,3,O1,B2,O1B2,B,O1B2_exp3B,08_25_22,N_0_20_F_A,N,0,20,F,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,251,F,251F,172,7,3,O1,B3,O1B3,B,O1B3_exp3B,08_25_22,N_0_20_F_S,N,0,20,F,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,245,J,245J,169,5,3,O1,B4,O1B4,B,O1B4_exp3B,08_25_22,N_0_20_F_S,N,0,20,F,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_06_22,256,B,256B,177,4,3,O1,B5,O1B5,B,O1B5_exp3B,08_25_22,N_0_20_F_S,N,0,20,F,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,E,242E,165,2,3,O21,W39,O21W39,B,O21W39_exp3B,08_25_22,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,245,B,245B,168,13,3,O21,W40,O21W40,B,O21W40_exp3B,08_25_22,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,248,C,248C,170,8,3,O21,W41,O21W41,B,O21W41_exp3B,08_25_22,A_10_20_F_S,A,10,20,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,252,AA,252AA,174,12,3,O21,W42,O21W42,B,O21W42_exp3B,08_25_22,A_10_20_F_S,A,10,20,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,243,A,243A,166,13,3,O21,W43,O21W43,B,O21W43_exp3B,08_25_22,A_10_20_F_S,A,10,20,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,N,242N,165,11,3,O22,W44,O22W44,B,O22W44_exp3B,08_25_22,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,250,G,250G,171,13,3,O22,W45,O22W45,B,O22W45_exp3B,08_25_22,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,249,B,249B,170,16,3,O22,W46,O22W46,B,O22W46_exp3B,08_25_22,A_10_20_S_S,A,10,20,S,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_06_22,255,B,255B,176,14,3,O22,W47,O22W47,B,O22W47_exp3B,08_25_22,A_10_20_S_S,A,10,20,S,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,252,H,252H,173,9,3,O22,W48,O22W48,B,O22W48_exp3B,08_25_22,A_10_20_S_S,A,10,20,S,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,249,F,249F,171,4,3,O2,B10,O2B10,B,O2B10_exp3B,08_25_22,N_0_20_S_S,N,0,20,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,252,P,252P,173,1,3,O2,B11,O2B11,B,O2B11_exp3B,08_25_22,N_0_20_S_S,N,0,20,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_06_22,257,E,257E,177,16,3,O2,B12,O2B12,B,O2B12_exp3B,08_25_22,N_0_20_S_S,N,0,20,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,238,T,238T,159,14,3,O2,B7,O2B7,B,O2B7_exp3B,08_25_22,N_0_20_S_A,N,0,20,S,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,AE,242AE,166,12,3,O2,B8,O2B8,B,O2B8_exp3B,08_25_22,N_0_20_S_A,N,0,20,S,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,B,242B,164,15,3,O3,B13,O3B13,B,O3B13_exp3B,08_25_22,A_0_20_F_A,A,0,20,F,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,244,N,244N,168,9,3,O3,B14,O3B14,B,O3B14_exp3B,08_25_22,A_0_20_F_A,A,0,20,F,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,247,I,247I,170,5,3,O3,B15,O3B15,B,O3B15_exp3B,08_25_22,A_0_20_F_S,A,0,20,F,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,252,T,252T,174,5,3,O3,B17,O3B17,B,O3B17_exp3B,08_25_22,A_0_20_F_S,A,0,20,F,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,243,I,243I,167,5,3,O3,B20,O3B20,B,O3B20_exp3B,08_25_22,A_0_20_F_S,A,0,20,F,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,K,242K,165,8,3,O4,B21,O4B21,B,O4B21_exp3B,08_25_22,A_0_20_S_A,A,0,20,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,247,C,247C,169,15,3,O4,B22,O4B22,B,O4B22_exp3B,08_25_22,A_0_20_S_A,A,0,20,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,248,H,248H,170,13,3,O4,B23,O4B23,B,O4B23_exp3B,08_25_22,A_0_20_S_S,A,0,20,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_06_22,254,A,254A,176,3,3,O4,B24,O4B24,B,O4B24_exp3B,08_25_22,A_0_20_S_S,A,0,20,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,250,B,250B,171,8,3,O4,B25,O4B25,B,O4B25_exp3B,08_25_22,A_0_20_S_S,A,0,20,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,238,M,238M,159,7,3,O5,G2,O5G2,B,O5G2_exp3B,08_25_22,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,242,U,242U,166,2,3,O5,G3,O5G3,B,O5G3_exp3B,08_25_22,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,251,G,251G,172,8,3,O5,G4,O5G4,B,O5G4_exp3B,08_25_22,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,245,K,245K,169,6,3,O5,G5,O5G5,B,O5G5_exp3B,08_25_22,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_06_22,256,C,256C,177,5,3,O5,G7,O5G7,B,O5G7_exp3B,08_25_22,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,244,F,244F,168,1,3,O8,G10,O8G10,B,O8G10_exp3B,08_25_22,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,249,G,249G,171,5,3,O8,G11,O8G11,B,O8G11_exp3B,08_25_22,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_05_22,252,B,252B,173,3,3,O8,G12,O8G12,B,O8G12_exp3B,08_25_22,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,8_06_22,257,L,257L,178,7,3,O8,G13,O8G13,B,O8G13_exp3B,08_25_22,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,238,U,238U,159,15,3,O8,G8,O8G8,B,O8G8_exp3B,08_25_22,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,163,E,163E,111,9,1,R10,W45,R10W45,B,R10W45_exp1B,7_17_22,N_18_20_F_A,N,18,20,F,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,192,C,192C,130,2,2,R10,W45,R10W45,A,R10W45_exp2A,,N_18_20_S_A,N,18,20,S,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,169,O,169O,117,3,1,R10,W46,R10W46,B,R10W46_exp1B,7_17_22,N_18_20_F_A,N,18,20,F,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,205,B,205B,136,6,2,R10,W46,R10W46,A,R10W46_exp2A,,N_18_20_S_A,N,18,20,S,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,183,D,183D,125,9,1,R10,W47,R10W47,B,R10W47_exp1B,7_17_22,N_18_20_F_A,N,18,20,F,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,228,J,228J,149,9,2,R10,W47,R10W47,A,R10W47_exp2A,,N_18_20_S_A,N,18,20,S,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,161,B,161B,110,9,1,R10,W48,R10W48,B,R10W48_exp1B,7_17_22,N_18_20_F_S,N,18,20,F,S,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,193,D,193D,130,7,2,R10,W48,R10W48,A,R10W48_exp2A,,N_18_20_S_S,N,18,20,S,S,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,T,171T,119,9,1,R10,W49,R10W49,B,R10W49_exp1B,7_17_22,N_18_20_F_S,N,18,20,F,S,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,208,E,208E,139,5,2,R10,W49,R10W49,A,R10W49_exp2A,,N_18_20_S_S,N,18,20,S,S,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,166,K,166K,113,5,1,R11,W50,R11W50,B,R11W50_exp1B,7_17_22,N_18_20_S_A,N,18,20,S,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,196,B,196B,131,11,2,R11,W50,R11W50,A,R11W50_exp2A,,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_22_27,07_31_27,235,F,235F,153,6,3,R11,W50,R11W50,A,R11W50_exp3A,08_21_22,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,J,171J,118,15,1,R11,W51,R11W51,B,R11W51_exp1B,7_17_22,N_18_20_S_A,N,18,20,S,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,210,A,210A,140,6,2,R11,W51,R11W51,A,R11W51_exp2A,,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,AD,237AD,155,16,3,R11,W51,R11W51,A,R11W51_exp3A,08_21_22,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,184,E,184E,126,3,1,R11,W52,R11W52,B,R11W52_exp1B,7_17_22,N_18_20_S_A,N,18,20,S,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,232,D,232D,150,13,2,R11,W52,R11W52,A,R11W52_exp2A,,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,BM,237BM,158,3,3,R11,W52,R11W52,A,R11W52_exp3A,08_21_22,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,164,D,164D,111,16,1,R11,W53,R11W53,B,R11W53_exp1B,7_17_22,N_18_20_S_S,N,18,20,S,S,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,198,E,198E,133,13,2,R11,W53,R11W53,A,R11W53_exp2A,,A_10_20_F_S,A,10,20,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,240,B,240B,161,12,3,R11,W53,R11W53,A,R11W53_exp3A,08_21_22,A_10_20_F_S,A,10,20,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,172,G,172G,120,6,1,R11,W54,R11W54,B,R11W54_exp1B,7_17_22,N_18_20_S_S,N,18,20,S,S,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,220,E,220E,144,11,2,R11,W54,R11W54,A,R11W54_exp2A,,A_10_20_F_S,A,10,20,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,241,L,241L,163,14,3,R11,W54,R11W54,A,R11W54_exp3A,08_21_22,A_10_20_F_S,A,10,20,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,162,A,162A,110,13,1,R12,W56,R12W56,A,R12W56_exp1A,7_15_22,A_10_30_F_A,A,10,30,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,F,171F,118,11,2,R12,W56,R12W56,B,R12W56_exp2B,,A_10_30_F_A,A,10,30,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,146,C,146C,100,3,1,R12,W57,R12W57,A,R12W57_exp1A,7_15_22,A_10_30_F_A,A,10,30,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,215,B,215B,143,2,2,R12,W57,R12W57,B,R12W57_exp2B,,A_10_30_F_A,A,10,30,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,144,F,144F,98,14,1,R12,W58,R12W58,A,R12W58_exp1A,7_15_22,A_10_30_F_S,A,10,30,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,196,O,196O,132,8,2,R12,W58,R12W58,B,R12W58_exp2B,,A_10_30_F_S,A,10,30,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,153,B,153B,104,6,1,R12,W59,R12W59,A,R12W59_exp1A,7_15_22,A_10_30_F_S,A,10,30,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,217,B,217B,143,9,2,R12,W59,R12W59,B,R12W59_exp2B,,A_10_30_F_S,A,10,30,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,D,157D,107,4,1,R12,W60,R12W60,A,R12W60_exp1A,7_15_22,A_10_30_F_S,A,10,30,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,233,I,233I,151,13,2,R12,W60,R12W60,B,R12W60_exp2B,,A_10_30_F_S,A,10,30,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,198,C,198C,133,11,2,R13,W62,R13W62,A,R13W62_exp2A,,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_22_38,07_31_38,236,E,236E,154,1,3,R13,W62,R13W62,A,R13W62_exp3A,08_21_22,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,178,E,178E,123,2,1,R13,W63,R13W63,B,R13W63_exp1B,7_17_22,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,220,I,220I,144,15,2,R13,W63,R13W63,A,R13W63_exp2A,,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,AM,237AM,156,9,3,R13,W63,R13W63,A,R13W63_exp3A,08_21_22,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,167,I,167I,113,16,1,R13,W62,R13W62,B,R13W62_exp1B,7_17_22,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,184,P,184P,126,14,1,R13,W64,R13W64,B,R13W64_exp1B,7_17_22,A_10_20_F_A,A,10,20,F,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,233,G,233G,151,11,2,R13,W64,R13W64,A,R13W64_exp2A,,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,238,C,238C,158,13,3,R13,W64,R13W64,A,R13W64_exp3A,08_21_22,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,167,A,167A,113,8,1,R13,W65,R13W65,B,R13W65_exp1B,7_17_22,A_10_20_F_S,A,10,20,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,205,A,205A,136,5,2,R13,W65,R13W65,A,R13W65_exp2A,,A_10_20_S_S,A,10,20,S,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,240,K,240K,162,5,3,R13,W65,R13W65,A,R13W65_exp3A,08_21_22,A_10_20_S_S,A,10,20,S,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,176,A,176A,122,8,1,R13,W67,R13W67,B,R13W67_exp1B,7_17_22,A_10_20_F_S,A,10,20,F,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,222,E,222E,145,7,2,R13,W67,R13W67,A,R13W67_exp2A,,A_10_20_S_S,A,10,20,S,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,241,W,241W,164,9,3,R13,W67,R13W67,A,R13W67_exp3A,08_21_22,A_10_20_S_S,A,10,20,S,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,169,B,169B,116,6,1,R14,W70,R14W70,B,R14W70_exp1B,7_17_22,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,186,F,186F,127,16,2,R14,W70,R14W70,A,R14W70_exp2A,,N_18_30_F_A,N,18,30,F,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,227,A,227A,148,9,3,R14,W70,R14W70,A,R14W70_exp3A,08_21_22,N_18_30_F_A,N,18,30,F,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,180,B,180B,123,16,1,R14,W71,R14W71,B,R14W71_exp1B,7_17_22,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,202,B,202B,135,13,2,R14,W71,R14W71,A,R14W71_exp2A,,N_18_30_F_A,N,18,30,F,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,N,237N,154,16,3,R14,W71,R14W71,A,R14W71_exp3A,08_21_22,N_18_30_F_A,N,18,30,F,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,187,G,187G,128,12,1,R14,W72,R14W72,B,R14W72_exp1B,7_17_22,A_10_20_S_A,A,10,20,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,228,F,228F,149,5,2,R14,W72,R14W72,A,R14W72_exp2A,,N_18_30_F_A,N,18,30,F,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,BA,237BA,157,7,3,R14,W72,R14W72,A,R14W72_exp3A,08_21_22,N_18_30_F_A,N,18,30,F,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,167,U,167U,114,12,1,R14,W73,R14W73,B,R14W73_exp1B,7_17_22,A_10_20_S_S,A,10,20,S,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,193,C,193C,130,6,2,R14,W73,R14W73,A,R14W73_exp2A,,N_18_30_F_S,N,18,30,F,S,N_18,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,239,J,239J,160,14,3,R14,W73,R14W73,A,R14W73_exp3A,08_21_22,N_18_30_F_S,N,18,30,F,S,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,182,H,182H,124,15,1,R14,W74,R14W74,B,R14W74_exp1B,7_17_22,A_10_20_S_S,A,10,20,S,S,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,207,F,207F,137,14,2,R14,W74,R14W74,A,R14W74_exp2A,,N_18_30_F_S,N,18,30,F,S,N_18,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,240,W,240W,163,1,3,R14,W74,R14W74,A,R14W74_exp3A,08_21_22,N_18_30_F_S,N,18,30,F,S,N_18,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,169,H,169H,116,12,1,R15,W75,R15W75,B,R15W75_exp1B,7_17_22,A_10_30_S_A,A,10,30,S,A,A_10,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,194,C,194C,130,16,2,R15,W75,R15W75,A,R15W75_exp2A,,N_18_30_S_A,N,18,30,S,A,N_18,0,0,0,0,0,0,0,0,0,0,0,0
