,X,date,exp_num,exp_subrun,resp_run,e_coli_plate,vial_ID,vial_id_copy_pasted,resp_rate,resp_rate_SA_corr,abs_resp_rate_SA_corr,treat_ID_full,treat_ID_dose_temp_food,NO3_mean_observed,NH4_mean_observed,treat_ID_collapsed_controls,food_sym_state,N_species_dose,N_species,control_or_nutrient,N_dose,temp,food,sym_state,beetag,exp_run_full,beetag_exprun,col_num,jar_unique_ID,broken_or_damaged,NO3_category
297,14,08_15_22,2,A,3,0,B4,B4,-0.00376,-0.075937168,0.075937168,A_10_30_F_S,A_10_30_F,2.017,22.001,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R17W84,2A,R17W84_exp2A,200,87,0,Low
298,14,08_15_22,2,A,3,1,B4,B4,-0.00544,-0.075942626,0.075942626,A_10_30_F_S,A_10_30_F,2.017,22.001,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R17W85,2A,R17W85_exp2A,222,87,0,Low
299,12,08_20_22,2,B,2,1,D3,D3,-0.00682,-0.076110669,0.076110669,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_S,F_S,N_1.5,N,Nitrate,1.5,30,F,S,G26Y52,2B,G26Y52_exp2B,175,106,0,Low
300,16,08_20_22,2,B,2,1,D4,D4,-0.00522,-0.076132605,0.076132605,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5_20_F_S,F_S,A_7.5,A,Ammonium,7.5,20,F,S,Y10B54,2B,Y10B54_exp2B,185,122,0,Low
301,10,7_26_22,1,A,2,0,B3,B3,-0.00318,-0.076194771,0.076194771,N_1.5_30_F_A,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_A,F_A,N_1.5,N,Nitrate,1.5,30,F,A,G28Y63,1A,G28Y63_exp1A,150,11,0,Low
302,12,09_05_22,3,B,1,1,D3,D3,-0.00659,-0.076250591,0.076250591,N_0_20_F_A,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_A,F_A,CNTRL_0,CNTRL,Control,0,20,F,A,O1B2,3B,O1B2_exp3B,242,161,0,Low
303,11,09_01_22,3,A,1,1,C3,C3,-0.00892,-0.07640834,0.07640834,A_0_30_S_S,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B29G71,3A,B29G71_exp3A,241,136,0,Low
304,3,7_26_22,1,B,1,0,C1,C1,-0.00293,-0.076521051,0.076521051,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B26G49,1B,B26G49_exp1B,178,37,0,Low
305,10,09_01_22,3,A,1,0,B3,B3,-0.00558,-0.076530534,0.076530534,A_0_30_S_S,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B29G70,3A,B29G70_exp3A,240,136,0,Low
306,20,09_01_22,3,A,2,1,D5,D5,-0.00419,-0.076712904,0.076712904,A_7.5_30_F_S,A_7.5_30_F,2.424,14.952,A_7.5_30_F_S,F_S,A_7.5,A,Ammonium,7.5,30,F,S,Y13B73,3A,Y13B73_exp3A,240,154,0,Low
307,10,7_26_22,1,B,1,0,B3,B3,-0.00299,-0.076755363,0.076755363,A_0_30_S_A,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B25G44,1B,B25G44_exp1B,181,36,0,Low
308,23,08_20_22,2,B,3,0,C6,C6,-0.00519,-0.076772153,0.076772153,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18_30_S_A,S_A,N_18,N,Nitrate,18,30,S,A,R8W40,2B,R8W40_exp2B,170,120,0,Elevated
309,20,08_20_22,2,B,2,1,D5,D5,-0.00252,-0.076799296,0.076799296,A_7.5_30_F_S,A_7.5_30_F,2.424,14.952,A_7.5_30_F_S,F_S,A_7.5,A,Ammonium,7.5,30,F,S,Y17B94,2B,Y17B94_exp2B,233,126,0,Low
310,8,08_15_22,2,A,2,1,D2,D2,-0.00378,-0.077192806,0.077192806,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_S,F_S,N_1.5,N,Nitrate,1.5,20,F,S,G23Y3130,2A,G23Y3130_exp2A,206,73,0,Low
311,13,7_26_22,1,A,2,1,A4,A4,-0.00327,-0.077264588,0.077264588,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_S,S_S,N_1.5,N,Nitrate,1.5,30,S,S,G25Y48,1A,G25Y48_exp1A,155,9,0,Elevated
312,20,7_26_22,1,B,2,1,D5,D5,-0.0029,-0.077327017,0.077327017,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_A,S_A,A_7.5,A,Ammonium,7.5,30,S,A,Y4B32,1B,Y4B32_exp1B,188,61,0,Low
313,19,09_01_22,3,A,2,0,C5,C5,-0.00498,-0.077498634,0.077498634,A_7.5_30_F_S,A_7.5_30_F,2.424,14.952,A_7.5_30_F_S,F_S,A_7.5,A,Ammonium,7.5,30,F,S,Y13B74,3A,Y13B74_exp3A,241,154,0,Low
314,5,7_26_22,1,A,3,0,A2,A2,-0.00332,-0.077549336,0.077549336,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5_30_F_A,F_A,N_5,N,Nitrate,5,30,F,A,Y2B14,1A,Y2B14_exp1A,150,31,0,Low
315,19,08_15_22,2,A,3,0,C5,C5,-0.00224,-0.077610932,0.077610932,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18_20_S_A,S_A,N_18,N,Nitrate,18,20,S,A,R10W45,2A,R10W45_exp2A,192,82,0,Elevated
316,19,09_05_22,3,B,1,0,C5,C5,-0.00347,-0.077685347,0.077685347,A_5_20_F_A,A_5_20_F,2.518,13.433,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,O10G14,3B,O10G14_exp3B,242,162,0,Low
317,16,09_01_22,3,A,3,0,D4,D4,-0.00418,-0.077776991,0.077776991,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R21W100,3A,R21W100_exp3A,240,152,0,Low
318,20,09_05_22,3,B,2,0,D5,D5,-0.00573,-0.077789688,0.077789688,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_A,S_A,A_7.5,A,Ammonium,7.5,30,S,A,W14O62,3B,W14O62_exp3B,242,182,0,Low
319,8,7_26_22,1,A,3,1,D2,D2,-0.00367,-0.077830158,0.077830158,N_5_30_S_S,N_5_30_S,6.857,15.961,N_5_30_S_S,S_S,N_5,N,Nitrate,5,30,S,S,Y14B78,1A,Y14B78_exp1A,155,28,0,Elevated
320,16,09_01_22,3,A,2,1,D4,D4,-0.00298,-0.078028034,0.078028034,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5_20_F_S,F_S,A_7.5,A,Ammonium,7.5,20,F,S,Y4B34,3A,Y4B34_exp3A,241,158,0,Low
321,24,08_15_22,2,A,2,0,D6,D6,-0.0031,-0.078198138,0.078198138,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5_20_S_A,S_A,N_5,N,Nitrate,5,20,S,A,Y4B30,2A,Y4B30_exp2A,187,94,0,Low
322,18,7_26_22,1,B,2,0,B5,B5,-0.00246,-0.078201708,0.078201708,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5_30_F_A,F_A,A_7.5,A,Ammonium,7.5,30,F,A,Y3B25,1B,Y3B25_exp1B,167,60,0,Low
323,20,7_26_22,1,B,2,0,D5,D5,-0.00475,-0.078468394,0.078468394,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_A,S_A,A_7.5,A,Ammonium,7.5,30,S,A,Y4B31,1B,Y4B31_exp1B,181,61,0,Low
324,5,09_05_22,3,B,1,0,A2,A2,-0.0041,-0.078687477,0.078687477,A_0_20_S_A,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,O4B21,3B,O4B21_exp3B,242,174,0,Low
325,19,08_20_22,2,B,2,0,C5,C5,-0.00237,-0.078841582,0.078841582,A_7.5_30_F_S,A_7.5_30_F,2.424,14.952,A_7.5_30_F_S,F_S,A_7.5,A,Ammonium,7.5,30,F,S,Y17B92,2B,Y17B92_exp2B,196,126,0,Low
326,4,08_20_22,2,B,3,0,D1,D1,-0.0044,-0.079091389,0.079091389,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5_20_S_S,S_S,N_5,N,Nitrate,5,20,S,S,Y5B37,2B,Y5B37_exp2B,186,128,0,Low
327,5,7_26_22,1,A,3,1,A2,A2,-0.00357,-0.079092129,0.079092129,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5_30_F_A,F_A,N_5,N,Nitrate,5,30,F,A,Y2B13,1A,Y2B13_exp1A,168,31,0,Low
328,6,09_01_22,3,A,2,0,B2,B2,-0.00138,-0.079101101,0.079101101,N_1.5_20_F_A,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_A,F_A,N_1.5,N,Nitrate,1.5,20,F,A,G23Y2820,3A,G23Y2820_exp3A,237,137,0,Low
329,17,08_15_22,2,A,1,1,A5,A5,-0.00501,-0.079231137,0.079231137,N_0_30_F_S,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B25G47,2A,B25G47_exp2A,206,69,0,Low
330,8,09_01_22,3,A,3,1,D2,D2,-0.00487,-0.079358232,0.079358232,N_5_30_S_S,N_5_30_S,6.857,15.961,N_5_30_S_S,S_S,N_5,N,Nitrate,5,30,S,S,Y12B67,3A,Y12B67_exp3A,241,153,0,Elevated
331,22,7_26_22,1,B,1,1,B6,B6,-0.00257,-0.07946249,0.07946249,A_5_20_S_A,A_5_20_S,3.4665,11.236,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G38Y36,1B,G38Y36_exp1B,187,47,0,Low
332,18,09_01_22,3,A,2,1,B5,B5,-0.00516,-0.079471842,0.079471842,A_7.5_20_S_S,A_7.5_20_S,2.461,13.123,A_7.5_20_S_S,S_S,A_7.5,A,Ammonium,7.5,20,S,S,Y7B44,3A,Y7B44_exp3A,241,159,0,Low
333,13,08_20_22,2,B,3,0,A4,A4,-0.00326,-0.079512339,0.079512339,A_10_30_F_A,A_10_30_F,2.017,22.001,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R12W56,2B,R12W56_exp2B,171,113,0,Low
334,12,08_15_22,2,A,3,1,D3,D3,-0.00407,-0.079533301,0.079533301,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R13W67,2A,R13W67_exp2A,222,84,0,Low
335,16,7_26_22,1,B,2,1,D4,D4,-0.00245,-0.079567353,0.079567353,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5_20_S_A,S_A,A_7.5,A,Ammonium,7.5,20,S,A,Y23B2009,1B,Y23B2009_exp1B,169,59,0,Low
336,16,08_15_22,2,A,1,1,D4,D4,-0.00347,-0.079647971,0.079647971,N_0_30_F_A,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B25G45,2A,B25G45_exp2A,226,69,0,Low
337,19,08_20_22,2,B,1,1,C5,C5,-0.0041,-0.079826683,0.079826683,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B32G88,2B,B32G88_exp2B,225,102,0,Low
338,19,09_05_22,3,B,1,1,C5,C5,-0.00215,-0.07983327,0.07983327,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,W2O11,3B,W2O11_exp3B,252,186,0,Low
339,19,08_20_22,2,B,3,0,C5,C5,-0.00411,-0.079900531,0.079900531,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18_20_S_A,S_A,N_18,N,Nitrate,18,20,S,A,R4W14,2B,R4W14_exp2B,170,116,0,Elevated
340,5,7_26_22,1,B,1,0,A2,A2,-0.00356,-0.080115779,0.080115779,A_0_20_S_A,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B28G58,1B,B28G58_exp1B,168,38,0,Low
341,9,7_26_22,1,B,2,0,A3,A3,-0.00311,-0.080163387,0.080163387,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_S,S_S,N_1.5,N,Nitrate,1.5,20,S,S,G34Y10,1B,G34Y10_exp1B,164,45,0,Low
342,18,08_20_22,2,B,1,0,B5,B5,-0.00728,-0.080239079,0.080239079,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B32G87,2B,B32G87_exp2B,208,102,0,Low
343,6,7_26_22,1,B,1,0,B2,B2,-0.00529,-0.080367823,0.080367823,A_0_20_S_S,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B28G62,1B,B28G62_exp1B,167,38,0,Low
344,5,08_20_22,2,B,1,0,A2,A2,-0.0042,-0.080429356,0.080429356,A_0_20_S_A,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B30G72,2B,B30G72_exp2B,215,100,0,Low
345,8,7_26_22,1,B,3,1,D2,D2,-0.00425,-0.080459408,0.080459408,N_5_30_S_S,N_5_30_S,6.857,15.961,N_5_30_S_S,S_S,N_5,N,Nitrate,5,30,S,S,Y8B49,1B,Y8B49_exp1B,173,64,0,Elevated
346,13,09_01_22,3,A,3,1,A4,A4,-0.00262,-0.080555356,0.080555356,A_10_30_F_A,A_10_30_F,2.017,22.001,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R17W82,3A,R17W82_exp3A,237,151,0,Low
347,16,09_05_22,3,B,3,0,D4,D4,-0.00644,-0.08062195,0.08062195,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,W20O86,3B,W20O86_exp3B,245,187,0,Low
348,4,7_26_22,1,A,2,1,D1,D1,-0.00644,-0.080641366,0.080641366,A_5_30_S_A,A_5_30_S,3.08375,19.91575,A_5_30_S_A,S_A,A_5,A,Ammonium,5,30,S,A,G37Y30,1A,G37Y30_exp1A,157,16,0,Low
349,17,08_20_22,2,B,3,0,A5,A5,-0.00422,-0.080700117,0.080700117,N_18_20_F_A,N_18_20_F,10.9255,4.173,N_18_20_F_A,F_A,N_18,N,Nitrate,18,20,F,A,R3W10,2B,R3W10_exp2B,194,115,0,Elevated
350,23,08_20_22,2,B,2,0,C6,C6,-0.00439,-0.080904839,0.080904839,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5_20_F_S,F_S,N_5,N,Nitrate,5,20,F,S,Y1B10,2B,Y1B10_exp2B,171,121,0,Elevated
351,21,09_01_22,3,A,1,1,A6,A6,-0.00658,-0.081256991,0.081256991,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G30Y79,3A,G30Y79_exp3A,241,139,0,Low
352,6,09_05_22,3,B,1,0,B2,B2,-0.00509,-0.081344918,0.081344918,A_0_20_S_S,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,O4B24,3B,O4B24_exp3B,254,174,0,Low
353,3,09_05_22,3,B,1,0,C1,C1,-0.0044,-0.081614983,0.081614983,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,O3B13,3B,O3B13_exp3B,242,173,0,Low
354,4,7_26_22,1,A,1,1,D1,D1,-0.00499,-0.081947941,0.081947941,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B24G38,1A,B24G38_exp1A,152,3,0,Low
355,11,09_01_22,3,A,3,0,C3,C3,-0.082203887,-0.082203887,0.082203887,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R13W63,3A,R13W63_exp3A,237,148,0,Low
356,22,08_15_22,2,A,1,0,B6,B6,-0.00375,-0.082265278,0.082265278,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G32Y92,2A,G32Y92_exp2A,201,76,0,Low
357,11,09_05_22,3,B,3,0,C3,C3,-0.00237,-0.082335983,0.082335983,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,O22W44,3B,O22W44_exp3B,242,172,0,Low
358,21,7_26_22,1,B,2,0,A6,A6,-0.00635,-0.082515827,0.082515827,A_7.5_30_S_S,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_S,S_S,A_7.5,A,Ammonium,7.5,30,S,S,Y4B33,1B,Y4B33_exp1B,171,61,0,Low
359,21,7_26_22,1,B,2,1,A6,A6,-0.00456,-0.082515827,0.082515827,A_7.5_30_S_S,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_S,S_S,A_7.5,A,Ammonium,7.5,30,S,S,Y4B33,1B,Y4B33_exp1B,171,61,0,Low
360,11,7_26_22,1,A,1,1,C3,C3,-0.00384,-0.082548858,0.082548858,A_0_30_S_A,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B33G90,1A,B33G90_exp1A,155,7,0,Low
361,21,09_01_22,3,A,2,0,A6,A6,-0.00436,-0.082855854,0.082855854,A_7.5_30_S_S,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_S,S_S,A_7.5,A,Ammonium,7.5,30,S,S,Y20B97,3A,Y20B97_exp3A,240,156,0,Low
362,7,7_26_22,1,A,3,1,C2,C2,-0.00466,-0.08295419,0.08295419,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5_30_S_A,S_A,N_5,N,Nitrate,5,30,S,A,Y14B75,1A,Y14B75_exp1A,162,28,0,Elevated
363,19,7_26_22,1,A,2,0,C5,C5,-0.00396,-0.08307346,0.08307346,A_7.5_30_F_S,A_7.5_30_F,2.424,14.952,A_7.5_30_F_S,F_S,A_7.5,A,Ammonium,7.5,30,F,S,Y15B85,1A,Y15B85_exp1A,157,29,0,Low
364,7,7_26_22,1,B,1,1,C2,C2,-0.00348,-0.083088636,0.083088636,A_0_20_S_S,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B28G63,1B,B28G63_exp1B,182,38,0,Low
365,6,7_26_22,1,A,2,1,B2,B2,-0.0063,-0.083640201,0.083640201,N_1.5_20_F_A,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_A,F_A,N_1.5,N,Nitrate,1.5,20,F,A,G29Y70,1A,G29Y70_exp1A,168,12,0,Low
366,16,7_26_22,1,A,3,0,D4,D4,-0.00284,-0.083708928,0.083708928,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R20W92,1A,R20W92_exp1A,153,18,0,Low
367,16,08_20_22,2,B,1,1,D4,D4,-0.00401,-0.083731247,0.083731247,N_0_30_F_A,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B31G78,2B,B31G78_exp2B,195,101,0,Low
368,17,09_01_22,3,A,2,0,A5,A5,-0.00312,-0.083890523,0.083890523,A_7.5_20_S_S,A_7.5_20_S,2.461,13.123,A_7.5_20_S_S,S_S,A_7.5,A,Ammonium,7.5,20,S,S,Y7B43,3A,Y7B43_exp3A,240,159,0,Low
369,8,08_15_22,2,A,1,1,D2,D2,-0.00321,-0.083913466,0.083913466,A_0_30_F_A,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B28G60,2A,B28G60_exp2A,232,71,0,Low
370,8,7_26_22,1,B,2,1,D2,D2,-0.00292,-0.083989219,0.083989219,N_1.5_20_S_A,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_A,S_A,N_1.5,N,Nitrate,1.5,20,S,A,G34Y5,1B,G34Y5_exp1B,184,45,0,Low
371,11,7_26_22,1,B,2,1,C3,C3,-0.00385,-0.084072563,0.084072563,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_S,F_S,N_1.5,N,Nitrate,1.5,30,F,S,G23Y3130,1B,G23Y3130_exp1B,171,41,0,Low
372,3,7_26_22,1,A,1,0,C1,C1,-0.00299,-0.084220357,0.084220357,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B24G39,1A,B24G39_exp1A,152,3,0,Low
373,24,08_20_22,2,B,3,1,D6,D6,-0.00322,-0.084310664,0.084310664,N_18_30_S_S,N_18_30_S,17.905,15.95375,N_18_30_S_S,S_S,N_18,N,Nitrate,18,30,S,S,R8W44,2B,R8W44_exp2B,226,120,0,Elevated
374,7,09_01_22,3,A,3,1,C2,C2,-0.00357,-0.084422222,0.084422222,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5_30_S_A,S_A,N_5,N,Nitrate,5,30,S,A,Y12B63,3A,Y12B63_exp3A,237,153,0,Elevated
375,4,7_26_22,1,B,3,1,D1,D1,-0.00353,-0.08451012,0.08451012,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5_20_S_S,S_S,N_5,N,Nitrate,5,20,S,S,Y13B74,1B,Y13B74_exp1B,172,57,0,Low
376,4,09_05_22,3,B,1,1,D1,D1,-0.0051,-0.084561289,0.084561289,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,O3B14,3B,O3B14_exp3B,244,173,0,Low
377,7,08_15_22,2,A,2,1,C2,C2,-0.00293,-0.084661216,0.084661216,N_1.5_20_F_A,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_A,F_A,N_1.5,N,Nitrate,1.5,20,F,A,G23Y5017,2A,G23Y5017_exp2A,174,73,0,Low
378,24,7_26_22,1,B,3,0,D6,D6,NA,-0.08473897,0.08473897,N_18_30_S_S,N_18_30_S,17.905,15.95375,N_18_30_S_S,S_S,N_18,N,Nitrate,18,30,S,S,R17W84,1B,R17W84_exp1B,166,54,0,Elevated
379,11,09_01_22,3,A,2,0,C3,C3,-0.00521,-0.085099629,0.085099629,N_1.5_30_F_S,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_S,F_S,N_1.5,N,Nitrate,1.5,30,F,S,G33Y97,3A,G33Y97_exp3A,239,141,0,Low
380,6,7_26_22,1,B,3,1,B2,B2,-0.00505,-0.085524744,0.085524744,N_5_30_F_S,N_5_30_F,5.8445,11.501,N_5_30_F_S,F_S,N_5,N,Nitrate,5,30,F,S,Y7B44,1B,Y7B44_exp1B,171,63,0,Low
381,4,7_26_22,1,B,3,0,D1,D1,-0.00357,-0.085590869,0.085590869,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5_20_S_S,S_S,N_5,N,Nitrate,5,20,S,S,Y13B73,1B,Y13B73_exp1B,164,57,0,Low
382,10,09_05_22,3,B,1,0,B3,B3,-0.00352,-0.085597999,0.085597999,A_0_30_S_S,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,W4O23,3B,W4O23_exp3B,245,189,0,Low
383,4,08_15_22,2,A,1,1,D1,D1,-0.00663,-0.085719309,0.085719309,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B23G35,2A,B23G35_exp2A,231,67,0,Low
384,14,7_26_22,1,B,3,1,B4,B4,-0.00436,-0.085761973,0.085761973,A_10_30_F_S,A_10_30_F,2.017,22.001,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R1W7,1B,R1W7_exp1B,182,48,0,Low
385,8,08_15_22,2,A,3,1,D2,D2,-0.00496,-0.085889663,0.085889663,N_5_30_S_S,N_5_30_S,6.857,15.961,N_5_30_S_S,S_S,N_5,N,Nitrate,5,30,S,S,Y13B74,2A,Y13B74_exp2A,218,90,0,Elevated
386,17,09_01_22,3,A,1,1,A5,A5,-0.00517,-0.085989784,0.085989784,N_0_30_F_S,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B25G46,3A,B25G46_exp3A,239,133,0,Low
387,5,09_01_22,3,A,3,0,A2,A2,-0.00402,-0.086255645,0.086255645,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5_30_F_A,F_A,N_5,N,Nitrate,5,30,F,A,Y8B46,3A,Y8B46_exp3A,237,160,0,Low
388,6,08_20_22,2,B,1,1,B2,B2,-0.00606,-0.086258968,0.086258968,A_0_20_S_A,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B30G73,2B,B30G73_exp2B,171,100,0,Low
389,6,09_01_22,3,A,3,0,B2,B2,-0.00419,-0.08647684,0.08647684,N_5_30_F_S,N_5_30_F,5.8445,11.501,N_5_30_F_S,F_S,N_5,N,Nitrate,5,30,F,S,Y8B48,3A,Y8B48_exp3A,239,160,0,Low
390,21,7_26_22,1,A,1,0,A6,A6,-0.00562,-0.086572476,0.086572476,A_5_20_S_A,A_5_20_S,3.4665,11.236,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G27Y56,1A,G27Y56_exp1A,146,10,0,Low
391,5,7_26_22,1,B,2,1,A2,A2,-0.00294,-0.086852766,0.086852766,A_5_30_S_S,A_5_30_S,3.08375,19.91575,A_5_30_S_S,S_S,A_5,A,Ammonium,5,30,S,S,Y12B67,1B,Y12B67_exp1B,182,56,0,Low
392,8,7_26_22,1,B,3,0,D2,D2,-0.00393,-0.086899968,0.086899968,N_5_30_S_S,N_5_30_S,6.857,15.961,N_5_30_S_S,S_S,N_5,N,Nitrate,5,30,S,S,Y8B48,1B,Y8B48_exp1B,166,64,0,Elevated
393,10,08_20_22,2,B,1,1,B3,B3,-0.00586,-0.087078377,0.087078377,A_0_30_S_A,A_0_30_S,2.871,12.99825,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B34G97,2B,B34G97_exp2B,178,104,0,Low
394,16,7_26_22,1,B,3,1,D4,D4,-0.00375,-0.087273531,0.087273531,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R15W79,1B,R15W79_exp1B,185,53,0,Low
395,15,09_05_22,3,B,3,1,C4,C4,-0.00529,-0.087412448,0.087412448,A_10_30_S_A,A_10_30_S,3.6255,21.30325,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,W20O85,3B,W20O85_exp3B,251,187,0,Low
